"","leadGram","gram","Record"
"163835","i sometimes","wish",3
"163862","her eyes","were",3
"163875","and they","gave",3
"163923","the world","wide",3
"163948","i pswearjared","a",3
"163966","make much","sense",3
"164004","i had","time",3
"164016","to good","use",3
"164023","but the","best",3
"164061","the body","has",3
"164066","had to","let",3
"164096","i let","go",3
"164195","to turn","into",3
"164244","just goes","to",3
"164276","on the","extreme",3
"164303","as the","main",3
"164326","one point","but",3
"164329","with it","at",3
"164333","know where","we",3
"164381","were free","to",3
"164383","be available","to",3
"164387","do with","that",3
"164420","began to","gather",3
"164447","for people","with",3
"164455","this would","also",3
"164481","up for","this",3
"164497","it becomes","too",3
"164598","you are","like",3
"164636","i often","find",3
"164646","ive seen","a",3
"164661","time is","the",3
"164665","and i","suppose",3
"164709","that something","is",3
"164711","you and","it",3
"164718","left me","feeling",3
"164751","are unable","to",3
"164765","when people","are",3
"164844","to change","our",3
"164918","my issue","with",3
"164940","up to","some",3
"164967","it last","year",3
"165003","year over","the",3
"165017","champ in","the",3
"165018","state champ","in",3
"165020","the state","champ",3
"165051","about the","past",3
"165127","and help","me",3
"165146","im going","for",3
"165156","cover to","cover",3
"165161","to cover","and",3
"165179","the preparation","of",3
"165200","physical body","and",3
"165220","have been","busy",3
"165221","share a","few",3
"165254","around a","little",3
"165266","of the","table",3
"165341","found himself","in",3
"165365","little by","little",3
"165383","to so","many",3
"165391","this time","is",3
"165422","with the","law",3
"165438","by the","three",3
"165448","of the","european",3
"165479","at that","stage",3
"165540","hoping for","a",3
"165566","our living","room",3
"165599","certainly not","a",3
"165625","you ever","had",3
"165755","full advantage","of",3
"165786","will listen","to",3
"165799","to the","garage",3
"165812","directly in","front",3
"165856","was limited","to",3
"165918","is the","real",3
"165972","i would","prefer",3
"166033","so that","makes",3
"166037","a pleasure","to",3
"166055","the region","of",3
"166109","at home","mom",3
"166125","she was","right",3
"166135","pulled out","of",3
"166138","that would","take",3
"166145","excited about","all",3
"166149","to get","excited",3
"166200","a tablespoon","of",3
"166239","i have","mentioned",3
"166243","are days","when",3
"166248","days when","i",3
"166285","husband had","to",3
"166325","so was","the",3
"166336","of commonwealth","act",3
"166358","the national","swearjarembly",3
"166362","done with","a",3
"166376","in july","the",3
"166451","its really","not",3
"166452","not fair","to",3
"166459","and talked","to",3
"166481","went to","have",3
"166497","one out","there",3
"166501","that every","single",3
"166511","one has","ever",3
"166550","have talked","to",3
"166576","was there","but",3
"166600","stop us","from",3
"166606","a story","to",3
"166614","of a","story",3
"166621","can you","have",3
"166637","that not","all",3
"166657","come in","all",3
"166658","in all","shapes",3
"166692","what looks","like",3
"166700","ago but","i",3
"166830","which you","will",3
"166862","next year","as",3
"166877","a great","year",3
"166893","as well","with",3
"166947","statue of","liberty",3
"166977","are you","still",3
"167064","go on","forever",3
"167067","it may","as",3
"167080","in this","sense",3
"167177","in it","a",3
"167182","through the","town",3
"167210","him up","with",3
"167234","kind of","woman",3
"167291","told them","about",3
"167339","with the","original",3
"167387","question of","whether",3
"167444","a cold","and",3
"167445","actually it","was",3
"167464","of antibiotics","and",3
"167495","to be","warm",3
"167526","to heat","up",3
"167548","with all","those",3
"167593","they are","because",3
"167618","i actually","dont",3
"167619","me being","the",3
"167621","school but","i",3
"167637","and time","to",3
"167638","can enjoy","a",3
"167643","i can","enjoy",3
"167653","first world","war",3
"167660","the tragedy","of",3
"167662","to appreciate","the",3
"167663","tragedy of","the",3
"167703","where the","entire",3
"167750","i really","enjoy",3
"167772","with a","partner",3
"167784","god is","a",3
"167796","just let","go",3
"167799","and brought","home",3
"167899","launched into","a",3
"167900","sing along","to",3
"167936","do you","get",3
"168039","which i","replied",3
"168080","it looked","good",3
"168110","his wife","had",3
"168138","no going","back",3
"168157","are aware","that",3
"168268","in my","lap",3
"168271","part in","my",3
"168274","she was","quite",3
"168279","was quite","the",3
"168323","live and","work",3
"168343","off from","the",3
"168355","take a","stroll",3
"168361","when we","take",3
"168423","plays out","in",3
"168493","out of","line",3
"168498","am all","for",3
"168514","excited to","announce",3
"168517","im so","excited",3
"168518","now the","proud",3
"168534","but here","we",3
"168543","was far","from",3
"168544","what it","did",3
"168575","it was","around",3
"168579","was around","and",3
"168616","was down","to",3
"168623","i can","literally",3
"168624","i walked","around",3
"168631","along with","one",3
"168641","and they","finally",3
"168647","two weeks","later",3
"168649","weeks later","and",3
"168657","us and","it",3
"168691","put it","out",3
"168740","threat to","the",3
"168746","in horror","as",3
"168750","watched in","horror",3
"168755","had no","choice",3
"168795","mom but","i",3
"168804","for this","was",3
"168806","it was","wonderful",3
"168811","yes it","was",3
"168848","she loves","the",3
"168854","big question","is",3
"168861","to perform","at",3
"168863","and do","your",3
"168878","in two","years",3
"168908","use it","on",3
"168921","when i","make",3
"168928","so i","tried",3
"168933","and hold","the",3
"168984","and the","third",3
"168989","the third","time",3
"169006","behind closed","doors",3
"169011","there were","any",3
"169041","thought id","share",3
"169044","close to","my",3
"169058","who has","never",3
"169128","the simple","fact",3
"169130","you even","when",3
"169202","people will","come",3
"169210","will come","up",3
"169268","my shoulders","and",3
"169296","started at","the",3
"169305","of the","cart",3
"169341","that has","ever",3
"169373","a scene","that",3
"169374","about writing","a",3
"169389","just this","one",3
"169401","got around","to",3
"169439","life for","a",3
"169442","time they","were",3
"169535","in life","is",3
"169583","to visit","us",3
"169606","i learn","to",3
"169607","learn to","be",3
"169664","in a","criminal",3
"169735","a large","skillet",3
"169745","a lightly","floured",3
"169756","roll out","dough",3
"169861","do we","get",3
"169869","so not","only",3
"169941","it has","some",3
"170032","on january","th",3
"170055","so that","maybe",3
"170088","will be","getting",3
"170090","a time","a",3
"170101","took off","his",3
"170105","on a","pair",3
"170184","out and","make",3
"170194","not a","perfect",3
"170261","point of","this",3
"170299","fiddling with","the",3
"170308","with the","car",3
"170311","had had","a",3
"170317","though we","had",3
"170328","that point","the",3
"170376","who might","have",3
"170417","can feel","it",3
"170430","word for","it",3
"170435","i dont","hold",3
"170443","about what","would",3
"170449","his senior","year",3
"170507","we couldnt","get",3
"170519","there were","days",3
"170521","we never","did",3
"170574","the government","has",3
"170578","blow up","in",3
"170588","up in","an",3
"170602","to lie","down",3
"170615","and personal","experience",3
"170626","a personality","and",3
"170670","then again","it",3
"170744","my baby","is",3
"170751","by people","i",3
"170769","which is","when",3
"170803","i took","up",3
"170825","on it","but",3
"170831","other hand","you",3
"170844","on a","budget",3
"170849","when youre","on",3
"170905","go find","them",3
"170907","its much","more",3
"171123","deep into","the",3
"171145","a busy","day",3
"171235","the hospital","where",3
"171278","months ago","my",3
"171284","and the","doctors",3
"171381","within minutes","of",3
"171454","and i","managed",3
"171545","first time","shes",3
"171577","to start","but",3
"171620","was directed","by",3
"171636","especially if","its",3
"171638","head for","the",3
"171661","to be","shared",3
"171717","that she","knew",3
"171732","what is","an",3
"171778","all the","world",3
"171809","they are","at",3
"171826","day of","our",3
"171831","make her","happy",3
"171886","themselves to","the",3
"171907","close as","we",3
"171909","is because","we",3
"171978","i get","older",3
"172018","top of","their",3
"172046","too much","is",3
"172053","the way","our",3
"172111","out and","some",3
"172151","my bag","and",3
"172174","do to","help",3
"172197","of the","wave",3
"172214","to kick","off",3
"172238","not really","sure",3
"172291","coming into","its",3
"172392","in las","vegas",3
"172396","on a","break",3
"172398","the stress","of",3
"172406","the year","the",3
"172420","the call","of",3
"172436","in italy","of",3
"172488","time i","looked",3
"172501","had enough","to",3
"172506","to keep","warm",3
"172531","so maybe","i",3
"172567","took it","on",3
"172572","be sitting","in",3
"172574","in the","bed",3
"172589","lives up","to",3
"172665","know the","whole",3
"172707","are used","by",3
"172746","that he","or",3
"172772","she has","learned",3
"172834","flour and","stir",3
"172835","in the","flour",3
"172845","down a","bit",3
"172849","turn the","heat",3
"172932","i felt","about",3
"172942","for me","than",3
"172974","we visited","the",3
"172993","a dip","in",3
"173011","stop on","the",3
"173041","not until","the",3
"173166","less about","the",3
"173185","things to","come",3
"173231","at the","plant",3
"173244","to provide","the",3
"173342","does have","the",3
"173396","friends for","a",3
"173439","question to","me",3
"173459","and making","me",3
"173511","to find","their",3
"173524","they were","lost",3
"173526","wouldnt stop","and",3
"173608","might like","to",3
"173609","not and","cannot",3
"173611","to understand","a",3
"173653","brave enough","to",3
"173673","start a","new",3
"173730","i heard","in",3
"173734","stuck with","me",3
"173740","about what","exactly",3
"173755","im able","to",3
"173768","has taken","up",3
"173813","the tree","in",3
"173854","over my","shoulder",3
"173937","a tiny","hint",3
"173947","tiny hint","of",3
"173966","in your","day",3
"173967","of your","belief",3
"173970","the focus","the",3
"173981","eyes and","be",3
"173982","i am","asking",3
"173997","as you","begin",3
